Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043006111_0103_1_2,Cooling Vest - All Sizes,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303111_0103_1_2,Postural Support Using Foam And/Or Gel (One Surface),,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303211_0103_1_2,"Postural Support Using Foam And/Or Gel (Seat, Back And Other Supports Included)",,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303511_0103_1_2,Postural Support Using Air Floatation Or Automated Pressure Management,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306002_0103_1_2,Pressure Mattress Air Filled Section,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306003_0103_1_2,Pressure Reduction Mattress,Mattress with pressure reduction properties,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306004_0103_1_2,Pressure Reduction Overlay,"Overlay with air or other substance, mechanical or not",EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306111_0103_1_2,Assistive Products For Tissue Integrity When Lying Down - Non Powered,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306211_0103_1_2,"Pressure Mattress - Low Air Loss, Alternating Pressure",,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043318111_0103_1_2,Water Chairs,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603010_0103_1_2,Standing Frame - Child Under 5,Apparatus to hold a person in a standing position,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603111_0103_1_2,Standing Frames And Supports For Standing,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603131_0103_1_2,Standing And/Or Walking Frame - Child,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060000011_0135_1_2,Assistive Products And Accessories Relating To Prosthetics And Orthotics,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060000112_0135_1_2,Orthotic Or Prosthetic Componentry Rental,,WK,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060315111_0135_1_2,Cervical And Cranial Orthoses,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060318121_0135_1_2,Cervico-Thoraco-Lumbo-Sacral Orthoses ,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060600111_0135_1_2,Orthosis - Upper Limb - Prefabricated,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060600121_0135_1_2,Orthosis - Upper Limb - Custom Made,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_060688121_0135_1_2,Upper Limb Orthotic - Dynamic Or Lycra,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061203111_0135_1_2,Orthotic - Foot Support/Orthotic Footwear (Prefabricated),,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061203121_0135_1_2,Orthopaedic Shoes - Other Custom Made,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061206111_0135_1_2,Orthosis - Ankle Foot (AFO) - Prefabricated,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061206121_0135_1_2,Orthosis - Ankle Foot (AFO) - Custom Made,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061206221_0135_1_2,Orthosis - Ankle Foot With Ankle Joints - Custom Made,,EA,N,Y,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_061209111_0105_1_2,Orthosis - Knee - Prefabricated,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061209121_0135_1_2,Orthosis - Knee - Custom Made,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061209221_0135_1_2,Orthosis - Thigh Knee Ankle - Custom Made,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061212121_0135_1_2,Orthosis - Knee Ankle Foot - Custom Made,,EA,N,Y,,,,,,N,N,N,N
105,Personal Mobility Equipment,5,Assistive technology,05_061215111_0105_1_2,Orthosis - Hip - Prefabricated,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061218121_0135_1_2,Orthosis - Hip Thigh Knee Ankle - Custom Made,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061218221_0135_1_2,Orthosis - Bilateral Hip Knee Ankle Foot Orthosis (Rgo) - Prefabricated,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061219121_0135_1_2,Body Orthotic - Dynamic Or Lycra,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061219221_0135_1_2,Orthosis - Bilateral Thoracolumbar/Lumbo-Sacral Hip Knee Ankle Foot - Custom,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061236191_0135_1_2,Prosthetic - Additional Cost For Use In Wet Environment (E.G. Waterproofing),,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061500111_0135_1_2,Trunk/Lower Body Orthoses - FES Or Powered - To Support Standing And/Or Walking,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061800121_0135_1_2,Prosthetic - Upper Limb (Including Powered),,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_061826171_0135_1_2,Adaptions For Arm And Hand Prosthetics For Sport And Leisure,,EA,N,N,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_062200921_0135_1_2,Prosthetic - Osseo-Integration Mounting Additional Cost (Upper Or Lower),,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_062409121_0135_1_2,Prosthetic - Transtibial Or Lower,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_062415121_0135_1_2,Prosthetic - Transfemoral Or Higher,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_062488034_0135_1_2,Lower Limb Prostheses - Other,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_062488121_0135_1_2,Specialist Prosthetic Lower Limb For Sports,,EA,N,Y,,,,,,N,N,N,N
135,Customised Prosthetics,5,Assistive technology,05_063000121_0135_1_2,Prosthetic - Not Limb Related,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_090000011_0103_1_2,"Assistive Products And Accessories For Personal Care, Hygiene, Beds ",,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091200111_0103_1_2,Toilet Attachments And Accessories - Seat And/Or Toilet Raiser/Toileting Bidet,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203053_0103_1_2,Mobile Shower Commode - Low Transporter,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203055_0103_1_2,Mobile Shower Commode - Child Transporter,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203111_0103_1_2,Shower Commode - Wheeled,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203121_0103_1_2,Shower Commode - Wheeled - Custom Made,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093300115_0103_1_2,Toilet And Bathroom Equipment Rental,,WK,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093305121_0103_1_2,Bathing Support - Special Design,,EA,N,N,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093307111_0103_1_2,Change Table/Shower Trolley - Manual Or Fixed,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093307211_0103_1_2,Change Table/Shower Trolley - Powered Adjustment,,EA,N,Y,,,,,,N,N,N,N
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_098800044_0103_1_2,Personal Care And Safety Equipment - Other,"Includes other reasonable and necessary personal care and safety equipment not listed, due to impact of participant's disability.",EA,N,Y,,,,,,N,N,N,N
